listing_id,date
72571,2014-10-06
72571,2014-10-27
72571,2014-10-31
72571,2014-11-11
72571,2014-11-14
72571,2014-11-24
72571,2014-11-28
72571,2014-12-01
72571,2014-12-08
72571,2014-12-12
72571,2014-12-15
72571,2014-12-21
72571,2014-12-25
72571,2015-01-23
72571,2015-01-27
72571,2015-02-21
72571,2015-02-25
72571,2015-03-09
72571,2015-03-30
72571,2015-05-01
72571,2015-05-11
72571,2015-05-23
72571,2015-06-27
72571,2015-07-10
72571,2015-07-20
72571,2015-08-03
72571,2015-08-12
72571,2015-08-17
72571,2015-09-08
72571,2015-09-21
72571,2015-10-06
72571,2015-10-14
72571,2015-10-20
72571,2015-11-08
72571,2015-11-19
72571,2015-11-22
72571,2015-11-27
72571,2015-12-01
72571,2015-12-07
72571,2016-03-13
72571,2016-05-06
72571,2016-05-25
72571,2016-05-28
72571,2016-10-01
72571,2016-10-19
72571,2016-10-22
72571,2016-10-25
72571,2016-10-31
72571,2016-11-04
72571,2016-11-20
72571,2016-12-01
72571,2016-12-04
72571,2016-12-11
72571,2017-01-03
72571,2017-01-09
72571,2017-02-04
72571,2017-03-04
72571,2017-03-25
72571,2017-04-17
72571,2022-03-11
103760,2011-06-19
103760,2011-07-04
103760,2011-07-08
103760,2011-07-17
103760,2011-07-23
103760,2011-08-08
103760,2011-08-13
103760,2011-08-25
103760,2011-09-03
103760,2011-09-05
103760,2011-09-08
103760,2011-09-15
103760,2011-09-20
103760,2011-10-09
103760,2011-10-11
103760,2011-10-16
103760,2011-10-21
103760,2011-10-24
103760,2011-11-07
103760,2011-11-15
103760,2011-11-22
103760,2011-11-30
103760,2011-12-19
103760,2012-01-09
103760,2012-01-13
103760,2012-02-01
103760,2012-02-28
103760,2012-03-22
103760,2012-04-11
103760,2012-04-19
103760,2012-04-23
103760,2012-04-30
103760,2012-05-15
103760,2012-05-21
103760,2012-05-28
103760,2012-06-01
103760,2012-06-12
103760,2012-06-22
103760,2012-06-25
103760,2012-06-30
103760,2012-07-05
103760,2012-08-01
103760,2012-08-13
103760,2012-08-25
103760,2012-08-28
103760,2012-09-04
103760,2012-10-02
103760,2012-10-06
103760,2012-11-01
103760,2012-11-11
103760,2012-12-06
103760,2012-12-11
103760,2012-12-26
103760,2013-01-06
103760,2013-01-11
103760,2013-01-15
103760,2013-01-19
103760,2013-01-22
103760,2013-02-05
103760,2013-02-15
103760,2013-02-17
103760,2013-02-26
103760,2013-03-12
103760,2013-03-17
103760,2013-03-19
103760,2013-03-26
103760,2013-04-07
103760,2013-04-17
103760,2013-04-28
103760,2013-05-10
103760,2013-05-16
103760,2013-06-24
103760,2013-07-08
103760,2013-07-21
103760,2013-07-24
103760,2013-07-27
103760,2013-08-12
103760,2013-08-15
103760,2013-08-19
103760,2013-08-29
103760,2013-09-09
103760,2013-09-23
103760,2013-10-06
103760,2013-10-08
103760,2013-10-12
103760,2013-10-14
103760,2013-10-26
103760,2013-11-03
103760,2013-11-05
103760,2013-11-12
103760,2013-11-18
103760,2013-11-30
103760,2013-12-13
103760,2013-12-21
103760,2014-01-08
103760,2014-01-10
103760,2014-01-16
103760,2014-01-26
103760,2014-02-05
103760,2014-02-21
103760,2014-02-27
103760,2014-03-07
103760,2014-03-23
103760,2014-03-31
103760,2014-04-08
103760,2014-04-21
103760,2014-04-29
103760,2014-05-17
103760,2014-06-04
103760,2014-06-10
103760,2014-06-16
103760,2014-07-06
103760,2014-07-17
103760,2014-08-05
103760,2014-08-15
103760,2014-08-26
103760,2014-09-01
103760,2014-09-11
103760,2014-09-18
103760,2014-09-22
103760,2014-10-06
103760,2014-10-24
103760,2014-10-27
103760,2014-10-29
103760,2014-11-01
103760,2014-11-06
103760,2014-11-16
103760,2014-11-29
103760,2014-12-01
103760,2014-12-14
103760,2014-12-22
103760,2015-01-19
103760,2015-02-21
103760,2015-02-24
103760,2015-03-11
103760,2015-03-14
103760,2015-04-07
103760,2015-04-14
103760,2015-04-19
103760,2015-05-12
103760,2015-07-07
103760,2015-07-19
103760,2015-07-30
103760,2015-08-24
103760,2015-09-20
103760,2015-10-08
103760,2015-10-21
103760,2015-10-26
103760,2015-10-31
103760,2015-11-06
103760,2015-11-18
103760,2015-11-23
103760,2015-12-01
103760,2015-12-14
103760,2015-12-20
103760,2016-01-10
103760,2016-02-08
103760,2016-02-12
103760,2016-02-17
103760,2016-03-08
103760,2016-03-22
103760,2016-04-11
103760,2016-05-11
103760,2016-05-23
103760,2016-06-06
103760,2016-09-19
103760,2016-09-27
103760,2016-10-02
103760,2016-10-05
103760,2016-10-12
103760,2016-10-20
103760,2016-10-23
103760,2016-10-29
103760,2016-11-16
103760,2016-11-17
103760,2016-11-20
103760,2016-11-24
103760,2016-11-27
103760,2016-12-06
103760,2016-12-10
103760,2016-12-17
103760,2017-01-07
103760,2017-01-14
103760,2017-01-19
103760,2017-01-22
103760,2017-01-28
103760,2017-02-01
103760,2017-02-08
103760,2017-02-16
103760,2017-02-26
103760,2017-03-05
103760,2017-03-17
103760,2017-04-04
103760,2017-04-06
103760,2017-04-09
103760,2017-04-18
103760,2017-04-23
103760,2017-05-10
103760,2017-05-21
103760,2017-06-25
103760,2017-07-02
103760,2017-07-30
103760,2017-08-29
103760,2017-09-03
103760,2017-09-17
103760,2017-10-10
103760,2017-10-14
103760,2017-10-16
103760,2017-11-24
103760,2017-12-02
103760,2017-12-19
103760,2017-12-26
103760,2018-01-03
103760,2018-01-18
103760,2018-01-28
103760,2018-02-07
103760,2018-02-23
103760,2018-03-07
103760,2018-03-09
103760,2018-03-19
103760,2018-04-03
103760,2018-04-08
103760,2018-04-14
103760,2018-04-20
103760,2018-04-22
103760,2018-04-25
103760,2018-05-06
103760,2018-06-02
103760,2018-06-24
103760,2018-07-16
103760,2018-07-26
103760,2018-08-06
103760,2018-09-28
103760,2018-10-02
103760,2018-10-05
103760,2018-10-15
103760,2018-10-20
103760,2018-11-18
103760,2018-11-21
103760,2018-11-25
103760,2018-12-02
103760,2018-12-07
103760,2018-12-24
103760,2019-01-07
103760,2019-01-11
103760,2019-01-21
103760,2019-02-10
103760,2019-02-19
103760,2019-02-27
103760,2019-03-01
103760,2019-03-13
103760,2019-03-23
103760,2019-03-27
103760,2019-04-11
103760,2019-04-13
103760,2019-04-15
103760,2019-05-04
103760,2019-06-05
103760,2019-06-23
103760,2019-07-04
103760,2019-07-18
103760,2019-07-22
103760,2019-09-11
103760,2019-10-15
103760,2019-10-25
103760,2019-10-30
103760,2019-11-07
103760,2019-11-17
103760,2020-01-25
103760,2020-04-08
103760,2020-05-22
103760,2020-07-07
103760,2021-08-29
103760,2021-09-05
103760,2021-10-25
103760,2021-11-20
103760,2022-02-19
103760,2022-02-27
103760,2022-03-17
103760,2022-04-03
103760,2022-06-01
104626,2011-07-18
104626,2011-07-26
104626,2011-09-18
104626,2011-09-26
104626,2011-10-02
104626,2011-10-09
104626,2011-11-02
104626,2011-11-14
104626,2011-11-23
104626,2011-12-24
104626,2012-01-03
104626,2012-01-13
104626,2012-01-22
104626,2012-02-06
132773,2011-07-19
132773,2011-07-29
132773,2011-08-03
132773,2011-08-15
132773,2011-08-26
132773,2011-09-01
132773,2011-10-13
132773,2011-10-16
132773,2011-10-23
132773,2011-11-01
132773,2011-11-11
132773,2011-11-21
132773,2011-12-04
132773,2011-12-28
132773,2012-04-11
132773,2012-04-18
132773,2012-04-25
132773,2012-06-22
132773,2012-07-31
132773,2012-08-05
132773,2012-08-09
132773,2012-08-28
132773,2012-09-03
132773,2012-10-07
132773,2012-10-19
132773,2012-10-30
132773,2012-11-20
132773,2012-12-06
132773,2012-12-11
132773,2013-01-01
132773,2013-01-07
132773,2013-01-15
132773,2013-01-19
132773,2013-01-22
132773,2013-01-28
132773,2013-02-18
132773,2013-03-05
132773,2013-03-12
132773,2013-03-17
132773,2013-04-08
132773,2013-04-14
132773,2013-04-26
132773,2013-05-01
132773,2013-05-05
132773,2013-05-12
132773,2013-05-14
132773,2013-05-20
132773,2013-05-23
132773,2013-05-26
132773,2013-05-29
132773,2013-06-04
132773,2013-06-15
132773,2013-06-27
132773,2013-07-21
132773,2013-07-28
132773,2013-08-15
132773,2013-08-23
132773,2013-08-29
132773,2013-09-06
132773,2013-09-14
132773,2013-09-21
132773,2013-09-26
132773,2013-09-30
132773,2013-10-11
132773,2013-10-30
132773,2013-11-18
132773,2013-11-21
132773,2013-12-27
132773,2013-12-29
132773,2014-01-10
132773,2014-02-04
132773,2014-03-21
132773,2014-03-26
132773,2014-04-01
132773,2014-04-04
132773,2014-04-20
132773,2014-05-01
132773,2014-05-20
132773,2014-06-07
132773,2014-06-09
132773,2014-06-25
132773,2014-07-08
132773,2014-07-22
132773,2014-08-04
132773,2014-08-18
132773,2014-09-04
132773,2014-10-03
132773,2014-10-07
132773,2014-10-26
132773,2014-11-08
132773,2014-11-17
132773,2014-11-21
132773,2014-12-02
132773,2014-12-08
132773,2014-12-14
132773,2015-01-18
132773,2015-03-21
132773,2015-03-31
132773,2015-04-10
132773,2015-04-28
132773,2015-05-01
132773,2015-06-29
132773,2015-07-05
132773,2015-07-13
132773,2015-07-21
132773,2015-08-12
132773,2015-08-25
132773,2015-09-13
132773,2015-10-27
132773,2015-11-08
132773,2015-11-23
132773,2015-12-19
132773,2015-12-29
132773,2016-01-05
132773,2016-01-11
132773,2016-02-12
132773,2016-02-14
132773,2016-02-29
132773,2016-03-26
132773,2016-03-30
132773,2016-05-12
132773,2016-06-05
132773,2016-06-24
132773,2016-08-16
132773,2016-08-31
132773,2016-09-17
132773,2016-10-04
132773,2016-10-07
132773,2016-11-07
132773,2016-11-11
132773,2016-11-19
132773,2016-11-27
132773,2016-12-26
132773,2017-01-12
132773,2017-01-18
132773,2017-01-31
132773,2017-02-03
132773,2017-02-22
132773,2017-02-25
132773,2017-03-04
132773,2017-05-29
132773,2017-06-25
132773,2017-09-18
132773,2017-10-23
132773,2017-11-01
132773,2017-11-16
132773,2017-11-19
132773,2017-12-18
132773,2017-12-31
132773,2018-01-16
132773,2018-04-16
132773,2018-04-22
132773,2018-04-29
132773,2018-07-01
132773,2018-07-10
132773,2018-07-22
132773,2018-08-09
132773,2018-08-29
132773,2018-09-09
132773,2018-09-19
132773,2018-09-24
132773,2018-10-14
132773,2018-10-24
132773,2018-10-31
132773,2018-11-17
132773,2018-11-23
132773,2019-01-09
132773,2019-01-14
132773,2019-01-23
132773,2019-02-03
132773,2019-02-11
132773,2019-02-14
132773,2019-02-19
132773,2019-03-18
132773,2019-03-28
132773,2019-04-01
132773,2019-04-06
132773,2019-04-21
132773,2019-04-29
132773,2019-05-03
132773,2019-05-06
132773,2019-05-19
132773,2019-05-29
132773,2019-06-02
132773,2019-06-23
132773,2019-07-03
132773,2019-07-14
132773,2019-07-27
132773,2019-09-08
132773,2019-09-13
132773,2019-10-05
132773,2019-10-13
132773,2019-10-22
132773,2019-11-11
132773,2019-11-17
132773,2019-12-10
132773,2019-12-16
132773,2019-12-26
132773,2020-01-02
132773,2020-02-17
132773,2020-04-05
132773,2020-04-30
132773,2020-06-18
132773,2020-07-05
132773,2020-08-07
132773,2020-09-25
132773,2020-10-10
132773,2021-03-22
132773,2021-04-08
132773,2022-03-25
163664,2011-08-25
163664,2011-11-01
163664,2011-12-07
163664,2011-12-20
163664,2012-01-08
163664,2012-01-27
163664,2012-01-30
163664,2012-03-27
163664,2012-04-06
163664,2012-05-05
163664,2012-05-14
163664,2012-07-15
163664,2012-07-30
163664,2012-08-14
163664,2012-08-20
163664,2012-08-29
163664,2012-09-05
163664,2012-09-11
163664,2012-09-18
163664,2012-09-24
163664,2012-10-13
163664,2012-10-25
163664,2012-10-29
163664,2012-11-01
163664,2012-11-04
163664,2012-12-01
163664,2012-12-25
163664,2013-01-21
163664,2013-01-26
163664,2013-01-28
163664,2013-02-15
163664,2013-03-15
163664,2013-03-26
163664,2013-04-05
163664,2013-04-07
163664,2013-04-22
163664,2013-04-29
163664,2013-05-02
163664,2013-05-15
163664,2013-05-28
163664,2013-05-30
163664,2013-06-04
163664,2013-06-29
163664,2013-07-13
163664,2013-08-02
163664,2013-08-17
163664,2013-08-27
163664,2013-09-03
163664,2013-09-05
163664,2013-09-09
163664,2013-09-23
163664,2013-10-13
163664,2013-10-19
163664,2013-11-09
163664,2013-11-16
163664,2013-11-18
163664,2013-11-24
163664,2013-11-28
163664,2013-12-05
163664,2013-12-15
163664,2013-12-18
163664,2014-01-13
163664,2014-01-25
163664,2014-02-01
163664,2014-02-26
163664,2014-03-06
163664,2014-03-16
163664,2014-03-21
163664,2014-04-29
163664,2014-05-04
163664,2014-05-11
163664,2014-05-13
163664,2014-06-04
163664,2014-06-27
163664,2014-07-06
163664,2014-07-13
163664,2014-07-15
163664,2014-08-08
163664,2014-08-15
163664,2014-08-23
163664,2014-08-27
163664,2014-09-02
163664,2014-09-19
163664,2014-10-08
163664,2014-10-29
163664,2014-11-06
163664,2014-11-13
163664,2014-11-27
163664,2014-12-01
163664,2014-12-12
163664,2015-01-12
163664,2015-01-21
163664,2015-02-04
163664,2015-02-21
163664,2015-03-24
163664,2015-03-31
163664,2015-04-27
163664,2015-07-05
163664,2015-08-05
163664,2015-08-12
163664,2015-08-24
163664,2015-08-28
163664,2015-09-06
163664,2015-09-28
163664,2015-10-05
163664,2015-10-08
163664,2015-10-17
163664,2015-11-07
163664,2015-11-10
163664,2015-12-02
163664,2015-12-08
163664,2016-01-21
163664,2016-01-25
163664,2016-02-17
163664,2016-02-29
163664,2016-03-08
163664,2016-03-24
163664,2016-03-27
163664,2016-04-18
163664,2016-05-02
163664,2016-06-20
163664,2016-08-05
163664,2016-08-17
163664,2016-09-18
163664,2016-10-08
163664,2016-10-16
163664,2016-10-23
163664,2016-11-27
163664,2016-12-01
163664,2016-12-18
163664,2016-12-28
163664,2017-01-02
163664,2017-01-04
163664,2017-01-23
163664,2017-02-03
163664,2017-02-12
163664,2017-02-15
163664,2017-02-20
163664,2017-02-22
163664,2017-03-22
163664,2017-03-25
163664,2017-04-06
163664,2017-04-11
163664,2017-04-23
163664,2017-05-14
163664,2017-05-21
163664,2017-06-02
163664,2017-06-10
163664,2017-07-06
163664,2017-07-31
163664,2017-08-08
163664,2017-10-02
163664,2017-10-05
163664,2017-10-14
163664,2017-10-27
163664,2017-10-31
163664,2017-11-12
163664,2017-11-17
163664,2017-11-20
163664,2017-12-12
163664,2017-12-16
163664,2017-12-19
163664,2018-01-13
163664,2018-02-06
163664,2018-02-20
163664,2018-03-05
163664,2018-03-10
163664,2018-03-18
163664,2018-03-25
163664,2018-04-01
163664,2018-04-08
163664,2018-04-12
163664,2018-04-15
163664,2018-04-24
163664,2018-05-14
163664,2018-06-04
163664,2018-07-14
163664,2018-07-22
163664,2018-08-19
163664,2018-09-03
163664,2018-09-10
163664,2018-10-12
163664,2018-10-23
163664,2018-10-27
163664,2018-11-03
163664,2018-11-16
163664,2018-11-21
163664,2018-12-10
163664,2018-12-27
163664,2019-01-03
163664,2019-01-10
163664,2019-01-19
163664,2019-02-11
163664,2019-03-01
163664,2019-03-04
163664,2019-03-10
163664,2019-03-16
163664,2019-03-31
163664,2019-04-04
163664,2019-04-16
163664,2019-04-28
163664,2019-05-10
163664,2019-05-24
163664,2019-05-26
163664,2019-06-03
163664,2019-06-09
163664,2019-07-03
163664,2019-07-08
163664,2019-07-16
163664,2019-07-21
163664,2019-08-12
163664,2019-08-24
163664,2019-08-27
163664,2019-09-24
163664,2019-10-04
163664,2019-10-11
163664,2019-10-20
163664,2019-10-31
163664,2019-11-10
163664,2019-11-19
163664,2020-01-31
163664,2020-04-11
163664,2020-06-17
163664,2021-01-15
163664,2021-02-16
163742,2011-08-11
163742,2011-08-19
163742,2011-08-22
163742,2011-09-06
163742,2011-09-11
163742,2011-09-25
163742,2011-09-29
163742,2011-10-12
163742,2011-10-23
163742,2011-11-07
163742,2011-11-19
163742,2011-11-26
163742,2011-12-03
163742,2011-12-07
163742,2011-12-13
163742,2012-01-03
163742,2012-01-17
163742,2012-02-23
163742,2012-03-12
163742,2012-03-22
163742,2012-03-27
163742,2012-04-09
163742,2012-04-25
163742,2012-05-06
163742,2012-05-17
163742,2012-06-30
163742,2012-07-14
163742,2012-07-17
163742,2012-08-01
163742,2012-08-03
163742,2012-08-07
163742,2012-08-13
163742,2012-08-22
163742,2012-08-25
163742,2012-08-31
163742,2012-09-19
163742,2012-09-30
163742,2012-10-04
163742,2012-10-16
163742,2012-10-19
163742,2012-11-03
163742,2012-11-16
163742,2012-11-26
163742,2012-12-01
163742,2012-12-22
163742,2013-01-21
163742,2013-01-31
163742,2013-02-15
163742,2013-02-19
163742,2013-03-01
163742,2013-03-09
163742,2013-03-20
163742,2013-03-26
163742,2013-04-03
163742,2013-04-06
163742,2013-04-19
163742,2013-05-13
163742,2013-06-05
163742,2013-06-17
163742,2013-06-27
163742,2013-07-01
163742,2013-07-19
163742,2013-08-09
163742,2013-08-18
163742,2013-08-20
163742,2013-08-28
163742,2013-09-02
163742,2013-09-11
163742,2013-09-13
163742,2013-09-21
163742,2013-10-09
163742,2013-10-19
163742,2013-10-27
163742,2013-10-31
163742,2013-11-15
163742,2013-11-19
163742,2013-11-25
163742,2013-12-08
163742,2013-12-13
163742,2013-12-28
163742,2014-01-25
163742,2014-01-29
163742,2014-02-18
163742,2014-02-27
163742,2014-03-19
163742,2014-03-28
163742,2014-04-01
163742,2014-04-07
163742,2014-04-10
163742,2014-04-27
163742,2014-05-16
163742,2014-05-26
163742,2014-06-07
163742,2014-06-22
163742,2014-08-08
163742,2014-08-12
163742,2014-08-16
163742,2014-08-19
163742,2014-08-26
163742,2014-09-18
163742,2014-09-29
163742,2014-10-06
163742,2014-10-12
163742,2014-10-20
163742,2014-10-30
163742,2014-11-11
163742,2014-11-16
163742,2014-11-18
163742,2014-11-24
163742,2014-12-01
163742,2014-12-10
163742,2014-12-15
163742,2014-12-27
163742,2014-12-29
163742,2015-01-12
163742,2015-04-10
163742,2015-05-05
163742,2015-06-09
163742,2015-07-30
163742,2015-08-25
163742,2015-09-11
163742,2015-09-20
163742,2015-09-22
163742,2015-10-13
163742,2015-10-29
163742,2015-11-17
163742,2015-12-27
163742,2016-01-02
163742,2016-03-09
163742,2016-03-24
163742,2016-04-07
163742,2016-05-10
163742,2016-07-20
163742,2016-08-15
163742,2016-08-30
163742,2016-10-12
163742,2016-10-26
163742,2016-10-29
163742,2016-10-31
163742,2016-11-16
163742,2016-12-10
163742,2016-12-12
163742,2016-12-25
163742,2016-12-30
163742,2017-01-09
163742,2017-01-22
163742,2017-01-28
163742,2017-02-01
163742,2017-02-09
163742,2017-02-18
163742,2017-02-25
163742,2017-03-04
163742,2017-04-01
163742,2017-04-07
163742,2017-04-15
163742,2017-04-30
163742,2017-05-06
163742,2017-05-29
163742,2017-07-09
163742,2017-08-22
163742,2017-09-24
163742,2017-10-19
163742,2017-11-12
163742,2017-11-16
163742,2017-11-19
163742,2017-12-28
163742,2018-01-07
163742,2018-02-23
163742,2018-03-06
163742,2018-03-12
163742,2018-03-20
163742,2018-03-25
163742,2018-04-08
163742,2018-04-14
163742,2018-04-22
163742,2018-05-01
163742,2018-05-06
163742,2018-05-20
163742,2018-06-04
163742,2018-06-11
163742,2018-06-18
163742,2018-07-01
163742,2018-07-09
163742,2018-08-08
163742,2018-08-10
163742,2018-08-15
163742,2018-08-27
163742,2018-09-09
163742,2018-09-14
163742,2018-10-02
163742,2018-11-07
163742,2018-11-15
163742,2018-11-21
163742,2018-11-25
163742,2018-11-28
163742,2018-12-02
163742,2018-12-11
163742,2018-12-17
163742,2018-12-24
163742,2019-01-28
163742,2019-02-10
163742,2019-02-18
163742,2019-02-22
163742,2019-02-24
163742,2019-03-02
163742,2019-03-24
163742,2019-04-01
163742,2019-04-07
163742,2019-04-20
163742,2019-04-29
163742,2019-05-07
163742,2019-05-17
163742,2019-05-26
163742,2019-06-01
163742,2019-06-18
163742,2019-07-11
163742,2019-08-06
163742,2019-08-21
163742,2019-09-05
163742,2019-09-20
163742,2019-11-07
163742,2019-11-18
163742,2019-12-28
163742,2020-01-31
163742,2020-05-22
163742,2020-07-12
163742,2020-07-27
163742,2020-08-01
163742,2020-08-19
163742,2020-08-21
163742,2020-09-23
163742,2021-01-02
163742,2021-05-10
163742,2021-08-30
248140,2011-10-30
248140,2011-11-02
248140,2011-11-06
248140,2012-02-18
248140,2012-02-19
248140,2012-03-20
248140,2012-04-09
248140,2012-04-22
248140,2012-04-23
248140,2012-06-02
248140,2012-06-25
248140,2012-07-06
248140,2012-07-09
248140,2012-07-25
248140,2012-08-01
248140,2012-09-01
248140,2012-09-24
248140,2012-10-02
248140,2012-10-04
248140,2012-10-15
248140,2012-10-20
248140,2012-10-28
248140,2012-12-04
248140,2013-03-15
248140,2013-03-21
248140,2013-04-02
248140,2013-05-04
248140,2013-06-01
248140,2013-06-16
248140,2013-06-24
248140,2013-06-30
248140,2013-07-01
248140,2013-07-07
248140,2013-07-29
248140,2013-08-10
248140,2013-10-01
248140,2013-10-31
248140,2013-11-21
248140,2013-11-25
248140,2013-12-11
248140,2013-12-16
248140,2013-12-22
248140,2014-04-18
248140,2014-04-29
248140,2014-05-14
248140,2014-07-10
248140,2014-07-12
248140,2014-07-25
248140,2014-07-26
248140,2014-07-29
248140,2014-08-31
248140,2014-09-03
248140,2014-09-13
248140,2014-09-17
248140,2014-09-25
248140,2014-10-07
248140,2014-10-14
248140,2014-11-24
248140,2014-11-28
248140,2014-12-07
248140,2014-12-14
248140,2014-12-21
248140,2015-02-16
248140,2015-02-19
248140,2015-02-24
248140,2015-03-28
248140,2015-03-30
248140,2015-05-01
248140,2015-05-05
248140,2015-05-13
248140,2015-06-02
248140,2015-06-08
248140,2015-06-22
248140,2015-06-30
248140,2015-07-04
248140,2015-07-21
248140,2015-07-24
248140,2015-07-26
248140,2015-08-04
248140,2015-09-05
248140,2015-10-17
248140,2015-10-27
248140,2015-11-03
248140,2015-11-10
248140,2015-12-07
248140,2015-12-20
248140,2015-12-22
248140,2016-02-21
248140,2016-02-29
248140,2016-03-08
248140,2016-03-10
248140,2016-06-09
248140,2016-09-04
248140,2016-09-13
248140,2016-09-15
248140,2016-09-19
248140,2016-10-01
248140,2016-10-05
248140,2016-10-05
248140,2016-10-09
248140,2016-10-17
248140,2016-10-20
248140,2016-10-30
248140,2016-11-05
248140,2016-11-16
248140,2016-11-18
248140,2016-11-29
248140,2016-12-09
248140,2016-12-13
248140,2016-12-17
248140,2016-12-25
248140,2017-02-11
248140,2017-02-13
248140,2017-02-14
248140,2017-02-15
248140,2017-02-20
248140,2017-02-22
248140,2017-02-25
248140,2017-03-26
248140,2017-04-03
248140,2017-09-01
248140,2017-10-01
248140,2017-10-03
248140,2017-10-19
248140,2017-11-03
248140,2017-11-11
248140,2017-11-24
248140,2017-11-29
248140,2017-12-02
248140,2017-12-06
248140,2017-12-10
248140,2017-12-14
248140,2017-12-19
248140,2018-02-04
248140,2018-02-07
248140,2018-02-21
248140,2018-07-06
248140,2018-08-27
248140,2018-09-10
248140,2018-09-13
248140,2018-09-16
248140,2018-09-21
248140,2018-09-27
248140,2018-09-30
248140,2018-12-25
248140,2019-03-07
248140,2019-04-14
248140,2019-04-17
248140,2019-04-25
248140,2019-04-30
248140,2019-05-04
248140,2019-07-01
248140,2019-07-10
248140,2019-07-21
248140,2019-09-08
248140,2019-10-17
248140,2019-10-23
248140,2019-10-26
248140,2019-11-02
248140,2019-12-07
248140,2019-12-09
248140,2019-12-15
248140,2019-12-21
248140,2021-06-14
248140,2021-06-29
248140,2021-10-19
248140,2022-01-30
274589,2011-12-16
274589,2011-12-31
274589,2012-01-03
274589,2012-02-05
274589,2012-02-12
274589,2012-03-20
274589,2012-03-25
274589,2012-03-28
274589,2012-04-12
274589,2012-04-23
274589,2012-05-11
274589,2012-06-11
274589,2012-06-18
274589,2012-06-27
274589,2012-07-04
274589,2012-07-14
274589,2012-08-12
274589,2012-08-24
274589,2012-08-29
274589,2012-09-04
274589,2012-09-08
274589,2012-09-17
274589,2012-09-23
274589,2012-09-27
274589,2012-10-14
274589,2012-10-23
274589,2012-10-28
274589,2012-10-31
274589,2012-11-17
274589,2012-11-29
274589,2012-12-18
274589,2013-01-09
274589,2013-01-18
274589,2013-02-14
274589,2013-02-27
274589,2013-03-10
274589,2013-04-24
274589,2013-05-01
274589,2013-05-21
274589,2013-07-31
274589,2013-08-08
274589,2013-09-02
274589,2013-09-10
